MAG	Depth	Cluster ID	Representative sequence
K_DeepCast_35m_m1_266	35	155_1	No
K_DeepCast_35m_m2_175	35	153_1	No
K_DeepCast_35m_m2_319	35	150_1	No
K_DeepCast_35m_m1_304	35	148_1	No
K_DeepCast_35m_m1_027	35	124_1	Representative sequence
K_DeepCast_35m_m1_029	35	107_1	No
K_DeepCast_35m_m2_139	35	86_1	No
K_DeepCast_35m_m1_037	35	6_1	Representative sequence
K_Offshore_surface_m1_036	0	513_1	No
M_surface_6_m1_036	6	400_4	No
M_surface_10_m2_037	10	587_1	No
M_surface_7_m2_037	7	473_1	Representative sequence
M_surface_9_mx_037	9	284_10	No
M_surface_6_m2_037	6	175_1	No
K_Offshore_surface_m1_038	0	572_1	No
M_surface_7_m1_038	7	518_1	No
M_surface_10_m2_038	10	300_1	No
M_surface_10_m2_039	10	553_2	Representative sequence
K_Offshore_surface_m1_039	0	544_1	No
M_surface_9_m1_039	9	541_4	No
M_surface_6_m1_039	6	447_1	No
M_surface_9_m2_039	9	284_11	No
K_Offshore_40m_mx_001	40	597_1	No
K_Offshore_40m_mx_112	40	594_1	No
K_Offshore_40m_m1_289	40	590_1	No
K_Offshore_40m_m1_037	40	587_1	No
K_Offshore_40m_m2_146	40	587_6	No
K_Offshore_40m_m1_261	40	585_1	No
K_Offshore_40m_m2_029	40	579_1	No
K_Offshore_40m_mx_029	40	578_1	No
K_Offshore_40m_m1_269	40	577_2	No
K_Offshore_40m_m2_268	40	574_1	No
K_Offshore_40m_m2_032	40	572_1	No
K_Offshore_40m_mx_157	40	571_1	No
K_Offshore_40m_mx_176	40	569_1	No
K_Offshore_40m_m2_015	40	566_1	No
K_Offshore_40m_m2_047	40	564_1	No
K_Offshore_40m_m1_004	40	563_1	Representative sequence
K_Offshore_40m_m2_028	40	559_1	No
K_Offshore_40m_m2_118	40	557_2	No
K_Offshore_40m_mx_286	40	556_13	No
K_Offshore_40m_m2_149	40	556_6	No
K_Offshore_40m_m1_251	40	551_1	Representative sequence
K_Offshore_40m_m1_267	40	548_1	No
K_Offshore_40m_m2_131	40	544_1	Representative sequence
K_Offshore_40m_m2_044	40	542_1	No
K_Offshore_40m_m1_069	40	541_1	Representative sequence
K_Offshore_40m_mx_056	40	540_1	No
K_Offshore_40m_mx_205	40	538_0	No
K_Offshore_40m_mx_246	40	529_1	No
K_Offshore_40m_mx_212	40	526_1	No
K_Offshore_40m_m2_139	40	519_0	Representative sequence
K_Offshore_40m_m1_049	40	518_1	Representative sequence
K_Offshore_40m_m1_111	40	516_1	No
K_Offshore_40m_m1_034	40	513_1	No
M_surface_6_m1_040	6	510_0	Representative sequence
K_Offshore_40m_m2_034	40	502_2	Representative sequence
K_Offshore_40m_m1_091	40	501_3	No
K_Offshore_40m_m1_076	40	500_1	No
K_Offshore_40m_m2_228	40	499_1	No
K_Offshore_40m_mx_030	40	497_1	No
K_Offshore_40m_m1_059	40	496_1	No
K_Offshore_40m_m2_004	40	494_1	No
K_Offshore_40m_mx_058	40	493_1	No
K_Offshore_40m_m1_025	40	492_1	No
K_Offshore_40m_m2_061	40	485_1	No
K_Offshore_40m_m2_173	40	478_1	No
K_Offshore_40m_m2_094	40	477_1	No
K_Offshore_40m_m2_110	40	473_1	No
K_Offshore_40m_m2_174	40	472_1	No
K_Offshore_40m_m2_279	40	471_1	No
K_Offshore_40m_mx_224	40	470_1	No
M_surface_7_m2_040	7	468_5	Representative sequence
K_Offshore_40m_m2_224	40	468_8	No
K_Offshore_40m_m1_295	40	467_1	No
K_Offshore_40m_m2_287	40	456_1	Representative sequence
K_Offshore_40m_mx_211	40	454_1	No
K_Offshore_40m_m1_009	40	451_1	No
K_Offshore_40m_m2_104	40	449_1	Representative sequence
K_Offshore_40m_mx_216	40	445_1	No
K_Offshore_40m_m1_264	40	443_1	No
K_Offshore_40m_m1_282	40	439_1	No
K_Offshore_40m_m2_282	40	414_1	No
K_Offshore_40m_m1_292	40	404_1	Representative sequence
K_Offshore_40m_m1_259	40	401_1	Representative sequence
K_Offshore_40m_m2_212	40	400_3	Representative sequence
K_Offshore_40m_m1_223	40	370_1	No
K_Offshore_40m_m2_158	40	356_1	No
K_Offshore_40m_mx_234	40	355_1	No
K_Offshore_40m_m2_186	40	352_1	No
K_Offshore_40m_m1_238	40	340_1	Representative sequence
K_Offshore_40m_m2_283	40	335_1	Representative sequence
K_Offshore_40m_m2_097	40	325_2	No
K_Offshore_40m_m1_057	40	322_1	No
K_Offshore_40m_m1_239	40	308_1	No
K_Offshore_40m_mx_111	40	307_1	No
K_Offshore_40m_m1_222	40	305_2	No
K_Offshore_40m_m2_239	40	305_1	Representative sequence
K_Offshore_40m_m2_020	40	304_1	No
K_Offshore_40m_m1_220	40	303_1	Representative sequence
K_Offshore_40m_mx_096	40	302_1	No
K_Offshore_40m_m1_166	40	301_1	No
K_Offshore_40m_m1_218	40	300_1	No
K_Offshore_40m_mx_247	40	292_1	No
K_Offshore_40m_m1_278	40	286_1	No
K_Offshore_40m_mx_032	40	284_11	No
K_Offshore_40m_m1_011	40	284_5	No
K_Offshore_40m_mx_227	40	283_11	Representative sequence
K_Offshore_40m_mx_251	40	283_1	No
K_Offshore_40m_mx_158	40	281_1	No
K_Offshore_40m_m1_010	40	280_1	No
K_Offshore_40m_m2_012	40	276_1	Representative sequence
K_Offshore_40m_mx_046	40	270_1	Representative sequence
K_Offshore_40m_mx_060	40	271_0	No
K_Offshore_40m_m2_281	40	269_2	No
K_Offshore_40m_m1_291	40	232_1	No
K_Offshore_40m_mx_067	40	227_1	No
K_Offshore_40m_m1_221	40	226_1	No
K_Offshore_40m_m1_279	40	208_1	No
K_Offshore_40m_m1_268	40	205_1	Representative sequence
K_Offshore_40m_m2_150	40	204_1	Representative sequence
K_Offshore_40m_m1_287	40	203_1	No
K_Offshore_40m_mx_236	40	202_1	No
K_Offshore_40m_mx_291	40	201_1	No
K_Offshore_40m_m2_105	40	200_1	Representative sequence
K_Offshore_40m_m2_081	40	199_1	No
K_Offshore_40m_m2_138	40	198_1	No
K_Offshore_40m_m2_026	40	197_1	No
K_Offshore_40m_m2_177	40	196_1	No
K_Offshore_40m_m2_052	40	195_1	No
K_Offshore_40m_m2_124	40	194_1	Representative sequence
K_Offshore_40m_m1_271	40	193_1	No
K_Offshore_40m_m1_270	40	190_1	No
K_Offshore_40m_m1_250	40	187_1	No
K_Offshore_40m_m2_103	40	184_1	Representative sequence
K_Offshore_40m_m2_126	40	181_1	No
K_Offshore_40m_m1_237	40	177_1	Representative sequence
K_Offshore_40m_m2_107	40	175_1	No
K_Offshore_40m_m2_168	40	173_1	No
K_Offshore_40m_m2_031	40	171_1	No
K_Offshore_40m_m2_083	40	170_1	No
K_Offshore_40m_m2_234	40	169_1	No
K_Offshore_40m_m1_077	40	168_1	No
K_Offshore_40m_mx_035	40	161_1	Representative sequence
K_Offshore_40m_mx_130	40	160_1	No
K_Offshore_40m_m2_045	40	159_1	No
K_Offshore_40m_mx_182	40	158_1	No
K_Offshore_40m_m2_265	40	156_1	No
K_Offshore_40m_mx_206	40	157_0	No
K_Offshore_40m_m2_080	40	155_1	Representative sequence
K_Offshore_40m_m1_228	40	153_1	No
K_Offshore_40m_m2_176	40	150_1	Representative sequence
K_Offshore_40m_m2_271	40	138_1	No
K_Offshore_40m_m1_054	40	140_0	Representative sequence
K_Offshore_40m_mx_190	40	137_1	No
K_Offshore_40m_m1_243	40	134_1	Representative sequence
K_Offshore_40m_mx_120	40	130_1	Representative sequence
K_Offshore_40m_mx_105	40	130_3	Representative sequence
K_Offshore_40m_m2_275	40	86_1	No
K_Offshore_40m_m1_063	40	1_1	Representative sequence
K_Offshore_surface_m2_041	0	585_1	No
M_surface_8_mx_041	8	513_1	No
M_surface_7_m1_041	7	509_1	No
M_surface_6_m1_041	6	502_1	No
M_surface_9_m2_041	9	325_2	No
M_surface_9_m1_041	9	323_5	No
M_surface_10_m2_041	10	283_1	No
M_surface_10_m2_042	10	155_1	No
M_surface_9_m1_043	9	496_1	No
M_surface_7_m2_043	7	477_1	No
M_surface_9_m2_043	9	470_1	No
M_surface_8_m1_044	8	325_2	No
K_Offshore_surface_m1_044	0	284_8	No
M_surface_6_m1_045	6	542_1	No
M_surface_10_m2_045	10	540_1	No
M_surface_8_mx_045	8	473_1	No
M_surface_6_mx_045	6	473_1	No
K_Offshore_surface_m2_045	0	451_1	No
K_Offshore_surface_m1_046	0	492_1	No
M_surface_9_m2_046	9	451_1	No
M_surface_9_mx_046	9	130_1	No
K_Offshore_surface_mx_047	0	493_1	No
M_surface_9_m2_047	9	280_1	No
M_surface_7_m2_047	7	177_1	No
M_surface_8_mx_048	8	587_1	No
M_surface_9_m2_048	9	355_1	No
M_surface_7_m1_048	7	269_1	Representative sequence
M_surface_6_mx_048	6	160_2	No
M_DeepCast_50m_m2_169	50	605_1	Representative sequence
M_DeepCast_50m_m2_049	50	604_1	Representative sequence
M_DeepCast_50m_m2_184	50	601_1	No
M_DeepCast_50m_m1_034	50	599_1	No
M_DeepCast_50m_m2_016	50	598_1	No
M_DeepCast_50m_m1_078	50	597_1	No
M_DeepCast_50m_m1_060	50	596_1	Representative sequence
M_DeepCast_50m_m2_063	50	594_1	No
M_DeepCast_50m_m1_107	50	592_1	No
M_DeepCast_50m_m1_120	50	593_0	No
M_DeepCast_50m_m1_010	50	590_1	No
M_DeepCast_50m_m1_274	50	587_11	Representative sequence
M_DeepCast_50m_m1_166	50	585_1	No
M_DeepCast_50m_m1_018	50	580_1	Representative sequence
M_DeepCast_50m_m1_013	50	579_1	No
M_DeepCast_50m_m2_091	50	578_1	No
M_DeepCast_50m_m2_093	50	577_2	No
M_DeepCast_50m_m1_279	50	572_1	No
M_DeepCast_50m_m1_063	50	568_0	Representative sequence
M_DeepCast_50m_m1_027	50	566_1	No
M_DeepCast_50m_m2_031	50	565_1	No
M_DeepCast_50m_m1_250	50	559_1	No
M_DeepCast_50m_m2_017	50	557_2	No
M_DeepCast_50m_m2_146	50	555_1	Representative sequence
M_DeepCast_50m_m2_238	50	551_1	No
M_DeepCast_50m_m1_285	50	550_1	Representative sequence
M_DeepCast_50m_m2_245	50	549_1	Representative sequence
M_DeepCast_50m_m1_085	50	542_1	No
M_DeepCast_50m_m1_052	50	541_11	No
M_DeepCast_50m_m1_037	50	540_1	No
M_DeepCast_50m_m1_122	50	522_0	No
M_DeepCast_50m_m1_057	50	518_1	No
M_DeepCast_50m_m2_029	50	505_1	Representative sequence
M_DeepCast_50m_m1_171	50	503_1	No
M_DeepCast_50m_m2_266	50	501_4	No
M_DeepCast_50m_m2_114	50	499_1	No
M_DeepCast_50m_m1_157	50	496_1	No
M_DeepCast_50m_m1_058	50	495_1	No
M_DeepCast_50m_m2_044	50	494_1	No
M_DeepCast_50m_m2_145	50	493_1	No
M_DeepCast_50m_m2_042	50	492_1	No
M_DeepCast_50m_m2_179	50	485_1	No
M_DeepCast_50m_m2_194	50	484_0	Representative sequence
M_DeepCast_50m_m2_188	50	478_1	No
K_Offshore_surface_m2_050	0	473_1	No
M_DeepCast_50m_m2_259	50	473_1	No
M_DeepCast_50m_m2_055	50	472_1	No
M_DeepCast_50m_m2_258	50	471_1	No
M_DeepCast_50m_m2_034	50	470_1	No
M_DeepCast_50m_m1_002	50	467_1	No
M_DeepCast_50m_m1_025	50	457_1	No
M_DeepCast_50m_m1_093	50	454_1	No
M_DeepCast_50m_m1_278	50	451_1	No
M_DeepCast_50m_m2_220	50	450_1	No
M_DeepCast_50m_m2_208	50	447_1	No
M_DeepCast_50m_m1_241	50	445_1	No
M_DeepCast_50m_m1_284	50	443_1	No
M_DeepCast_50m_m2_219	50	440_1	No
M_DeepCast_50m_m2_073	50	439_1	No
M_DeepCast_50m_m2_087	50	434_1	No
M_DeepCast_50m_m2_148	50	400_1	No
M_DeepCast_50m_m2_090	50	399_2	No
M_DeepCast_50m_m2_256	50	397_1	No
M_DeepCast_50m_m2_133	50	387_1	Representative sequence
M_DeepCast_50m_m2_176	50	385_1	No
M_DeepCast_50m_m1_233	50	383_1	No
M_DeepCast_50m_m2_265	50	382_1	No
M_DeepCast_50m_m2_137	50	380_1	Representative sequence
M_DeepCast_50m_m2_203	50	379_1	No
M_DeepCast_50m_m2_175	50	378_1	No
M_DeepCast_50m_m1_244	50	377_1	Representative sequence
M_DeepCast_50m_m1_133	50	376_1	Representative sequence
M_DeepCast_50m_m2_061	50	375_1	No
M_DeepCast_50m_m1_238	50	372_1	No
M_DeepCast_50m_m1_225	50	371_1	No
M_DeepCast_50m_m2_076	50	369_1	No
M_DeepCast_50m_m2_054	50	368_1	Representative sequence
M_DeepCast_50m_m2_221	50	364_1	Representative sequence
M_DeepCast_50m_m1_210	50	361_1	No
M_DeepCast_50m_m2_244	50	360_1	No
M_DeepCast_50m_m2_248	50	356_1	No
M_DeepCast_50m_m1_177	50	355_1	No
M_DeepCast_50m_m2_008	50	354_1	No
M_DeepCast_50m_m1_008	50	352_2	No
M_DeepCast_50m_m2_111	50	351_1	Representative sequence
M_DeepCast_50m_m2_051	50	350_1	No
M_DeepCast_50m_m2_129	50	349_1	No
M_DeepCast_50m_m1_222	50	348_1	No
M_DeepCast_50m_m2_122	50	346_1	No
M_DeepCast_50m_m2_147	50	345_1	No
M_DeepCast_50m_m2_141	50	344_1	No
M_DeepCast_50m_m1_212	50	341_1	No
M_DeepCast_50m_m2_154	50	328_1	No
M_DeepCast_50m_m1_218	50	325_1	No
M_DeepCast_50m_m2_180	50	324_1	No
M_DeepCast_50m_m2_002	50	322_1	No
M_DeepCast_50m_m2_086	50	316_1	Representative sequence
M_DeepCast_50m_m2_079	50	315_1	No
M_DeepCast_50m_m2_207	50	317_0	Representative sequence
M_DeepCast_50m_m2_036	50	309_1	No
M_DeepCast_50m_m1_239	50	308_1	No
M_DeepCast_50m_m1_234	50	307_1	No
M_DeepCast_50m_m1_230	50	305_2	No
M_DeepCast_50m_m1_217	50	304_1	No
M_DeepCast_50m_m1_226	50	303_1	No
M_DeepCast_50m_m2_048	50	302_1	No
M_DeepCast_50m_m2_106	50	295_2	No
M_DeepCast_50m_m2_151	50	293_1	Representative sequence
M_DeepCast_50m_m1_021	50	292_1	No
M_DeepCast_50m_m2_131	50	290_1	No
M_DeepCast_50m_m2_240	50	289_1	No
M_DeepCast_50m_m2_200	50	286_1	No
M_DeepCast_50m_m1_268	50	285_1	No
M_DeepCast_50m_m2_097	50	284_11	No
M_DeepCast_50m_m2_074	50	279_1	No
M_DeepCast_50m_m1_019	50	276_1	No
M_DeepCast_50m_m1_004	50	275_1	No
M_DeepCast_50m_m2_254	50	274_1	No
M_DeepCast_50m_m2_218	50	269_2	Representative sequence
M_DeepCast_50m_m2_108	50	253_1	No
M_DeepCast_50m_m1_221	50	241_1	No
M_DeepCast_50m_m2_224	50	240_1	No
M_DeepCast_50m_m1_099	50	237_1	No
M_DeepCast_50m_m2_006	50	229_1	No
M_DeepCast_50m_m2_134	50	227_1	No
M_DeepCast_50m_m2_056	50	224_1	No
M_DeepCast_50m_m2_159	50	223_1	No
M_DeepCast_50m_m2_028	50	222_1	No
M_DeepCast_50m_m2_118	50	221_1	No
M_DeepCast_50m_m2_011	50	214_1	No
M_DeepCast_50m_m2_229	50	208_1	No
M_DeepCast_50m_m2_075	50	205_1	No
M_DeepCast_50m_m1_053	50	203_1	No
M_DeepCast_50m_m2_065	50	202_1	No
M_DeepCast_50m_m2_026	50	201_1	No
M_DeepCast_50m_m2_117	50	199_1	Representative sequence
M_DeepCast_50m_m2_109	50	198_1	No
M_DeepCast_50m_m2_250	50	196_1	No
M_DeepCast_50m_m2_135	50	195_1	No
M_DeepCast_50m_m1_039	50	194_1	No
M_DeepCast_50m_m1_260	50	193_1	No
M_DeepCast_50m_m2_027	50	192_1	No
M_DeepCast_50m_m2_189	50	191_1	Representative sequence
M_DeepCast_50m_m2_104	50	189_1	No
M_DeepCast_50m_m1_240	50	187_1	No
M_DeepCast_50m_m2_185	50	181_1	No
M_DeepCast_50m_m1_254	50	175_1	No
M_DeepCast_50m_m2_089	50	173_1	No
M_DeepCast_50m_m2_094	50	171_1	No
M_DeepCast_50m_m2_165	50	170_1	No
M_DeepCast_50m_m2_080	50	169_1	No
M_DeepCast_50m_m1_224	50	168_1	No
M_DeepCast_50m_m1_257	50	166_1	No
M_DeepCast_50m_m1_024	50	161_1	No
M_DeepCast_50m_m2_023	50	146_1	No
M_DeepCast_50m_m2_084	50	142_1	No
M_DeepCast_50m_m2_162	50	143_0	Representative sequence
M_DeepCast_50m_m1_090	50	133_0	Representative sequence
M_DeepCast_50m_m2_233	50	131_1	Representative sequence
M_DeepCast_50m_m2_041	50	125_1	No
M_DeepCast_50m_m2_202	50	122_1	No
M_DeepCast_50m_m2_257	50	119_1	No
M_DeepCast_50m_m2_196	50	117_1	No
M_DeepCast_50m_m2_018	50	107_1	Representative sequence
M_DeepCast_50m_m2_069	50	106_1	No
M_DeepCast_50m_m2_116	50	91_1	No
M_DeepCast_50m_m2_068	50	86_1	No
M_DeepCast_50m_m2_174	50	68_1	No
M_DeepCast_50m_m2_187	50	67_1	Representative sequence
M_DeepCast_50m_m1_137	50	66_1	No
M_DeepCast_50m_m2_039	50	64_1	No
M_DeepCast_50m_m1_123	50	63_1	No
M_DeepCast_50m_m1_098	50	62_1	No
M_DeepCast_50m_m2_156	50	61_1	Representative sequence
M_DeepCast_50m_m2_166	50	50_1	No
M_DeepCast_50m_m1_068	50	48_1	No
M_DeepCast_50m_m2_212	50	5_0	No
M_surface_6_mx_051	6	586_3	Representative sequence
M_surface_9_m1_052	9	209_1	No
M_surface_7_m2_053	7	203_1	No
M_surface_10_m1_053	10	202_1	No
M_surface_10_m2_054	10	457_1	No
M_surface_9_m1_054	9	454_1	No
M_surface_10_mx_054	10	130_1	No
M_surface_7_m2_055	7	470_1	No
M_surface_7_m1_055	7	325_2	No
M_surface_6_m1_055	6	304_1	No
M_surface_8_m1_055	8	303_1	No
M_surface_10_m2_055	10	169_1	No
K_Offshore_surface_m1_055	0	86_1	No
M_surface_8_mx_056	8	579_1	No
M_surface_6_mx_056	6	579_1	No
K_Offshore_surface_mx_056	0	542_1	No
K_Offshore_surface_m1_056	0	541_2	No
M_surface_9_m2_056	9	292_1	No
M_surface_6_m2_057	6	559_1	No
M_surface_10_mx_057	10	284_2	No
M_surface_6_m1_057	6	2_0	No
M_surface_8_m2_058	8	577_1	No
M_surface_7_m2_058	7	153_1	No
M_surface_9_m2_059	9	587_1	Representative sequence
M_surface_7_m2_059	7	305_2	No
M_surface_7_m1_060	7	494_1	No
M_surface_9_m2_061	9	303_1	No
M_surface_8_m2_063	8	556_1	No
M_surface_7_m1_063	7	201_1	No
M_surface_8_mx_063	8	199_1	No
K_Offshore_surface_m2_063	0	198_1	No
M_surface_9_m2_064	9	584_0	Representative sequence
M_surface_9_mx_064	9	284_9	No
M_surface_6_mx_064	6	199_1	No
M_surface_10_m2_064	10	181_1	Representative sequence
M_DeepCast_65m_m1_019	65	606_1	Representative sequence
K_DeepCast_65m_m1_109	65	605_1	No
M_DeepCast_65m_m2_045	65	605_1	No
K_DeepCast_65m_m2_187	65	599_1	Representative sequence
M_DeepCast_65m_m1_054	65	599_1	No
K_DeepCast_65m_m2_140	65	597_1	No
M_DeepCast_65m_m1_121	65	597_1	No
K_DeepCast_65m_m1_119	65	596_1	No
M_DeepCast_65m_m1_070	65	595_1	Representative sequence
K_DeepCast_65m_m2_013	65	594_1	No
M_DeepCast_65m_mx_023	65	594_1	No
K_DeepCast_65m_m2_199	65	590_1	No
M_DeepCast_65m_mx_263	65	590_1	No
K_DeepCast_65m_m1_270	65	585_1	No
M_DeepCast_65m_mx_068	65	581_1	Representative sequence
K_DeepCast_65m_m2_123	65	580_1	No
M_DeepCast_65m_mx_247	65	580_1	No
K_DeepCast_65m_m2_235	65	579_1	No
M_DeepCast_65m_m2_213	65	579_1	No
K_DeepCast_65m_m2_007	65	578_1	No
M_DeepCast_65m_m1_015	65	578_1	No
K_DeepCast_65m_m2_027	65	577_2	No
M_DeepCast_65m_m2_134	65	577_1	No
M_DeepCast_65m_m1_031	65	572_1	No
K_DeepCast_65m_m1_269	65	572_1	No
K_DeepCast_65m_m1_271	65	571_1	No
K_DeepCast_65m_m2_257	65	569_1	No
K_DeepCast_65m_m2_076	65	566_1	No
K_DeepCast_65m_m2_184	65	565_1	No
M_DeepCast_65m_m1_280	65	565_1	No
M_DeepCast_65m_m2_091	65	562_0	Representative sequence
K_DeepCast_65m_m1_229	65	559_1	No
M_DeepCast_65m_m1_024	65	559_1	No
K_DeepCast_65m_m2_113	65	557_2	No
M_DeepCast_65m_m2_130	65	557_2	No
K_DeepCast_65m_m2_046	65	556_9	No
K_DeepCast_65m_m2_119	65	556_1	No
K_DeepCast_65m_m2_258	65	555_1	No
M_DeepCast_65m_m2_038	65	555_1	No
K_DeepCast_65m_m2_247	65	551_1	No
M_surface_8_m2_065	8	551_1	No
M_DeepCast_65m_m1_013	65	551_1	No
K_DeepCast_65m_m1_072	65	550_1	No
M_DeepCast_65m_m1_017	65	549_1	No
K_DeepCast_65m_m1_268	65	549_1	No
K_DeepCast_65m_m1_035	65	548_1	No
M_DeepCast_65m_m1_170	65	546_0	No
M_DeepCast_65m_m2_075	65	542_1	No
K_DeepCast_65m_m2_042	65	542_1	No
K_DeepCast_65m_m1_083	65	541_1	No
M_DeepCast_65m_mx_239	65	541_8	No
K_DeepCast_65m_m2_167	65	540_1	No
M_DeepCast_65m_mx_213	65	540_1	No
M_DeepCast_65m_m2_126	65	524_1	Representative sequence
M_DeepCast_65m_mx_187	65	525_0	No
K_DeepCast_65m_m2_066	65	523_0	Representative sequence
K_DeepCast_65m_m2_174	65	518_1	No
M_DeepCast_65m_mx_228	65	518_1	No
K_DeepCast_65m_m2_219	65	513_1	No
M_DeepCast_65m_m1_270	65	507_1	Representative sequence
K_DeepCast_65m_m2_047	65	505_1	No
M_DeepCast_65m_m1_108	65	502_2	No
M_DeepCast_65m_mx_156	65	501_3	No
K_DeepCast_65m_m2_120	65	501_6	No
K_DeepCast_65m_m1_045	65	499_1	No
M_DeepCast_65m_m1_112	65	499_1	No
M_DeepCast_65m_m2_172	65	496_1	No
K_DeepCast_65m_m2_004	65	496_1	No
K_DeepCast_65m_m2_221	65	495_1	Representative sequence
M_DeepCast_65m_m2_005	65	495_1	No
M_DeepCast_65m_m2_265	65	494_1	No
K_DeepCast_65m_m1_039	65	494_1	No
K_DeepCast_65m_m2_226	65	493_1	No
M_DeepCast_65m_mx_274	65	493_1	No
K_DeepCast_65m_m2_049	65	492_1	No
M_DeepCast_65m_mx_141	65	491_1	No
M_DeepCast_65m_mx_215	65	487_1	No
M_DeepCast_65m_m2_268	65	486_1	Representative sequence
K_DeepCast_65m_m2_169	65	485_1	No
M_DeepCast_65m_m2_063	65	485_1	No
M_DeepCast_65m_m1_265	65	483_1	Representative sequence
M_DeepCast_65m_m1_115	65	480_1	No
M_DeepCast_65m_m2_015	65	473_1	No
M_DeepCast_65m_m1_029	65	472_1	No
K_DeepCast_65m_m2_157	65	471_1	No
M_DeepCast_65m_m2_249	65	471_1	No
M_DeepCast_65m_m1_037	65	470_1	No
K_DeepCast_65m_m2_059	65	470_1	No
M_DeepCast_65m_m2_046	65	467_1	No
K_DeepCast_65m_m1_006	65	467_1	No
M_DeepCast_65m_mx_140	65	459_1	Representative sequence
K_DeepCast_65m_m1_014	65	457_1	No
M_DeepCast_65m_m2_233	65	457_1	No
K_DeepCast_65m_m2_040	65	456_1	No
K_DeepCast_65m_m2_006	65	454_1	No
M_DeepCast_65m_m2_133	65	454_1	No
M_DeepCast_65m_mx_252	65	453_1	No
K_DeepCast_65m_m2_026	65	451_1	No
M_DeepCast_65m_mx_241	65	451_1	No
M_DeepCast_65m_m1_006	65	450_1	No
K_DeepCast_65m_m1_007	65	450_1	No
M_DeepCast_65m_m2_009	65	452_0	Representative sequence
K_DeepCast_65m_m1_240	65	445_1	No
M_DeepCast_65m_mx_052	65	445_1	No
M_DeepCast_65m_mx_260	65	443_1	No
K_DeepCast_65m_m1_019	65	440_1	No
M_DeepCast_65m_mx_236	65	440_1	Representative sequence
K_DeepCast_65m_m2_152	65	439_1	No
M_DeepCast_65m_m2_255	65	439_1	No
M_DeepCast_65m_m1_282	65	438_1	Representative sequence
M_DeepCast_65m_m2_248	65	434_1	No
K_DeepCast_65m_m1_022	65	434_1	Representative sequence
M_DeepCast_65m_m2_228	65	416_0	No
M_DeepCast_65m_m2_204	65	413_0	Representative sequence
M_DeepCast_65m_m2_076	65	400_1	No
K_DeepCast_65m_m2_129	65	400_1	Representative sequence
K_DeepCast_65m_m1_133	65	399_2	Representative sequence
M_DeepCast_65m_m2_151	65	399_2	No
M_DeepCast_65m_m2_016	65	397_1	Representative sequence
K_DeepCast_65m_m2_031	65	397_1	No
K_DeepCast_65m_m2_056	65	387_1	No
M_DeepCast_65m_m2_212	65	387_1	No
M_DeepCast_65m_m1_287	65	389_0	Representative sequence
M_DeepCast_65m_m1_248	65	385_1	No
K_DeepCast_65m_m2_091	65	385_1	No
M_DeepCast_65m_m2_207	65	384_1	No
K_DeepCast_65m_m2_035	65	383_1	Representative sequence
M_DeepCast_65m_m2_053	65	383_1	No
K_DeepCast_65m_m1_210	65	382_1	No
M_DeepCast_65m_m2_261	65	382_1	No
M_DeepCast_65m_mx_091	65	381_1	No
K_DeepCast_65m_m1_088	65	380_1	No
M_DeepCast_65m_m2_061	65	380_2	Representative sequence
M_DeepCast_65m_m2_181	65	379_1	Representative sequence
K_DeepCast_65m_m2_154	65	379_1	No
K_DeepCast_65m_m2_141	65	378_1	No
M_DeepCast_65m_m2_170	65	378_1	No
M_DeepCast_65m_m2_111	65	377_1	No
K_DeepCast_65m_m2_211	65	377_1	No
K_DeepCast_65m_m2_229	65	376_1	No
M_DeepCast_65m_mx_060	65	376_1	No
K_DeepCast_65m_m2_016	65	375_1	No
M_DeepCast_65m_m2_238	65	375_1	No
M_DeepCast_65m_m2_104	65	374_2	Representative sequence
M_DeepCast_65m_m2_266	65	372_2	Representative sequence
K_DeepCast_65m_m1_262	65	372_3	Representative sequence
K_DeepCast_65m_m2_124	65	371_1	No
M_DeepCast_65m_mx_080	65	371_1	No
K_DeepCast_65m_m1_092	65	370_1	No
M_DeepCast_65m_m2_056	65	368_1	No
K_DeepCast_65m_m2_220	65	368_1	No
K_DeepCast_65m_m2_019	65	365_1	No
M_DeepCast_65m_m1_243	65	364_1	No
K_DeepCast_65m_m2_067	65	364_1	No
K_DeepCast_65m_m1_217	65	361_2	Representative sequence
K_DeepCast_65m_m2_216	65	360_1	No
M_DeepCast_65m_m2_240	65	360_1	No
M_DeepCast_65m_m2_243	65	358_0	Representative sequence
M_DeepCast_65m_m1_296	65	357_0	No
M_DeepCast_65m_m2_129	65	359_0	Representative sequence
M_DeepCast_65m_m1_240	65	356_1	No
K_DeepCast_65m_m1_260	65	356_1	No
M_DeepCast_65m_m2_257	65	355_1	No
K_DeepCast_65m_m2_175	65	355_1	No
K_DeepCast_65m_m2_227	65	354_1	No
M_DeepCast_65m_m2_254	65	352_2	No
K_DeepCast_65m_m2_163	65	352_2	No
M_DeepCast_65m_m2_105	65	351_1	No
K_DeepCast_65m_m2_103	65	351_1	No
M_DeepCast_65m_m2_055	65	350_1	No
K_DeepCast_65m_m2_055	65	350_1	No
K_DeepCast_65m_m2_242	65	349_1	No
M_DeepCast_65m_mx_070	65	349_1	No
M_DeepCast_65m_m2_119	65	348_1	No
K_DeepCast_65m_m2_112	65	346_1	No
M_DeepCast_65m_m2_062	65	346_1	No
K_DeepCast_65m_m2_241	65	345_1	No
M_DeepCast_65m_m2_148	65	345_1	No
