MAG_ID,Genome size (bp) of MAG,Percent CDS (CDS bp divided by total BP),Cazyme density (nb of CAZYME/bp),sum AA,sum CBM,sum CE,sum cohesin,sum GH,sum GT,sum PL,AA10,AA12,AA2,AA3,AA3_2,AA3_4,AA4,AA5,AA5_2,AA6,AA7,CBM13,CBM16,CBM2,CBM20,CBM25,CBM3,CBM32,CBM34,CBM35,CBM38,CBM4,CBM40,CBM41,CBM44,CBM47,CBM48,CBM50,CBM51,CBM53,CBM57,CBM6,CBM66,CBM67,CBM73,CBM8,CBM9,CE1,CE10,CE11,CE12,CE13,CE14,CE15,CE16,CE2,CE3,CE4,CE5,CE6,CE7,CE8,CE9,cohesin,GH1,GH10,GH100,GH102,GH103,GH104,GH105,GH106,GH107,GH108,GH109,GH110,GH112,GH113,GH114,GH115,GH116,GH117,GH119,GH12,GH120,GH123,GH125,GH127,GH128,GH129,GH13,GH13_1,GH13_10,GH13_11,GH13_13,GH13_15,GH13_16,GH13_18,GH13_2,GH13_20,GH13_21,GH13_23,GH13_26,GH13_27,GH13_3,GH13_30,GH13_31,GH13_33,GH13_36,GH13_38,GH13_4,GH13_5,GH13_6,GH13_7,GH13_8,GH13_9,GH130,GH133,GH135,GH136,GH137,GH138,GH139,GH140,GH141,GH142,GH143,GH144,GH145,GH146,GH147,GH148,GH149,GH15,GH150,GH151,GH152,GH153,GH16,GH17,GH18,GH19,GH2,GH20,GH22,GH23,GH24,GH25,GH26,GH27,GH28,GH29,GH3,GH30,GH30_1,GH30_2,GH30_5,GH30_8,GH31,GH32,GH33,GH35,GH36,GH37,GH38,GH39,GH4,GH42,GH43,GH43_10,GH43_11,GH43_12,GH43_17,GH43_18,GH43_2,GH43_22,GH43_24,GH43_26,GH43_27,GH43_28,GH43_30,GH43_31,GH43_32,GH43_33,GH43_5,GH43_8,GH43_9,GH44,GH45,GH46,GH47,GH48,GH49,GH5,GH5_1,GH5_10,GH5_12,GH5_13,GH5_14,GH5_17,GH5_19,GH5_2,GH5_22,GH5_24,GH5_25,GH5_27,GH5_28,GH5_29,GH5_32,GH5_36,GH5_37,GH5_38,GH5_39,GH5_41,GH5_42,GH5_45,GH5_46,GH5_48,GH5_5,GH5_51,GH5_7,GH50,GH51,GH53,GH55,GH56,GH57,GH6,GH62,GH63,GH64,GH65,GH66,GH67,GH7,GH71,GH72,GH73,GH74,GH76,GH77,GH78,GH79,GH8,GH81,GH84,GH86,GH87,GH88,GH89,GH9,GH92,GH93,GH94,GH95,GH96,GH97,GH99,GT1,GT10,GT101,GT102,GT103,GT104,GT11,GT12,GT13,GT14,GT15,GT17,GT19,GT2_Glyco_tranf_2_2,GT2_Glyco_tranf_2_3,GT2_Glyco_tranf_2_4,GT2_Glyco_tranf_2_5,GT2_Glyco_trans_2_3,GT2_Glycos_transf_2,GT20,GT21,GT22,GT23,GT25,GT26,GT27,GT28,GT29,GT3,GT30,GT31,GT32,GT33,GT34,GT35,GT39,GT4,GT41,GT45,GT46,GT47,GT48,GT5,GT50,GT51,GT53,GT55,GT56,GT59,GT6,GT60,GT61,GT66,GT69,GT7,GT70,GT71,GT74,GT75,GT76,GT77,GT8,GT81,GT83,GT84,GT85,GT87,GT88,GT89,GT9,GT90,GT92,GT94,PL1,PL1_2,PL1_6,PL10,PL10_2,PL10_3,PL11,PL11_2,PL12,PL12_2,PL12_3,PL14,PL14_3,PL15,PL15_1,PL17,PL17_2,PL2,PL21,PL21_1,PL22,PL22_2,PL25,PL26,PL27,PL3,PL4,PL5,PL6,PL6_1,PL6_2,PL7,PL8,PL8_2,PL8_3,PL9,PL9_1,PL9_2,PL9_4,Total of annotated CAZYmes
K_DeepCast_150m_m2_147,6340464,0.914085941,5.91439E-05,2,40,26,0,234,60,13,,,,,,,,,,1,1,,,,,,,3,,,3,2,,,,3,,,7,,1,,,6,,,15,4,2,1,,,3,3,,,1,6,,2,3,,1,,,1,,,,,,4,,,26,1,,,1,,4,,,,,7,,3,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,2,2,22,,,1,,2,1,7,,1,,6,,,2,,,,20,5,,1,,,1,,1,10,1,1,,,,,1,1,9,,8,,5,14,6,7,1,,,,1,,,,,,,,,1,,,,,,,,,,,,7,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,2,6,1,1,,2,,1,,,,,,,2,,,,1,,1,,,,2,,,,,3,,,,5,1,,2,1,,,,,,,,,,,,2,,,,,,19,,,,,,2,,2,,,1,,,,,,,27,,,,,,1,,1,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,1,,,1,,1,1,1,3,,,,,3,,1,,,,,,,,,,,,,,,,,,,,1,,,,375
K_DeepCast_250m_m2_231,7870969,0.915364932,5.47582E-05,3,56,35,0,255,62,20,,,,,,,,,,2,1,,1,,,,,4,,,4,1,,,,3,,,12,,2,,1,4,,,24,3,3,1,1,,4,4,,,1,11,,1,5,,1,,,2,,,,,,4,1,,35,,,,1,,5,,,,,11,1,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,2,21,,,,,3,1,5,,,,5,,,1,,,,19,5,,1,,,1,,,10,1,1,,,1,,,6,15,,12,,5,15,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,4,7,,1,,,,3,,,,,,,,,,,1,,1,,,,2,,,,1,2,,1,,3,,,3,2,,,,,,,,,,,,3,,1,,,,16,,,,,,1,,2,,,1,,,,,,,28,,,,,,,,1,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,1,,2,,1,1,1,4,,,,,5,1,3,,,,,1,,,,,,,,,,,,,,,,,,,431
K_DeepCast_35m_m1_052,1224310,0.959056938,2.45036E-05,1,2,5,0,7,15,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,5,,,,,,,,,,,1,,,,,,,2,,,,,,1,,2,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
K_Offshore_0m_mx_046,1349154,0.953173618,2.29774E-05,2,1,7,0,7,14,0,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,4,,,,,,,,1,,,,,,,,,,2,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
M_surface_8_m2_110,1416275,0.955077933,2.47127E-05,1,1,6,0,8,19,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,1,,,1,,,,,,,3,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
M_surface_9_m1_013,1434524,0.947873302,3.69461E-05,2,5,6,0,24,16,0,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,2,2,,1,,,2,,,,,1,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,6,,,,,,,,1,,,1,,,,,1,,3,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53
K_Offshore_surface_m2_088,1594965,0.956462994,2.63329E-05,1,1,9,0,13,18,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,1,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,5,,,,,,,,1,,,1,,,,,,,1,,,,,,1,,3,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
M_surface_9_m2_088,1617339,0.955617839,2.41137E-05,1,0,6,0,17,15,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,6,,,,,,,,1,,,1,,,,,,,2,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
K_Offshore_120m_mx_094,1619956,0.939684782,2.53093E-05,2,1,6,0,10,22,0,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,8,,,,,,,,1,,,1,,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
K_Offshore_surface_mx_261,1670217,0.95360064,2.3949E-05,2,1,3,0,9,25,0,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,11,,,,,,,,1,,,,,,,,,,5,,,,,,1,,3,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
M_DeepCast_50m_m2_146,1698923,0.945828033,2.00127E-05,1,1,3,0,6,23,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,11,,,,,,,,,,,1,,,,,,,3,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
M_surface_10_m2_196,1711764,0.918526736,2.68729E-05,2,4,8,0,18,14,0,,,,1,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,1,,,,1,2,3,,,,2,,,,,1,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,3,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,1,,,,,,,4,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
K_DeepCast_100m_m2_150,1714580,0.95652638,2.62455E-05,1,1,7,0,14,22,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,2,,,,7,,,,,,,1,1,,,1,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45
M_DeepCast_65m_mx_068,1739071,0.943872907,2.35758E-05,2,1,3,0,12,23,0,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,9,,,,,1,,1,1,,,1,,,,,1,,4,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
M_surface_7_m2_191,1753866,0.957864512,3.7061E-05,1,5,9,0,30,20,0,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,2,3,2,1,,,2,,,,,1,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,1,,,,,,,1,,,1,,,1,,,,,,,,,,1,,,,,,1,,,,,,6,,,,,1,1,,1,,,1,,,,,1,,4,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
K_DeepCast_0m_m2_222,1763194,0.952299634,3.23277E-05,4,2,9,0,20,22,0,,1,,2,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,4,,1,,,2,,,,,1,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,1,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,8,,,,,,,,1,,,1,,,,,1,,4,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
M_DeepCast_50m_m1_018,1767145,0.943963851,3.33872E-05,4,4,6,0,24,21,0,,1,,2,,,1,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,1,1,,1,,,2,,,,,1,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1,,,,,,,,2,2,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,1,,,2,,,,,,1,,,,,,,,,,,,,1,,,,,,7,,,,,1,1,1,1,,,1,,,,,,,4,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
M_surface_9_mx_130,1775146,0.925288962,3.042E-05,5,2,7,0,20,19,1,,1,1,2,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,1,,1,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,7,,,,,,,,1,,,1,,,,,,,4,,,,,,1,,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54
M_surface_9_m1_296,1787557,0.94846542,3.02088E-05,2,2,7,0,18,25,0,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,2,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,1,,1,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,7,,,,,1,1,,1,,,1,,,,,1,,7,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54
K_DeepCast_35m_m2_065,1900281,0.935205898,2.42069E-05,1,1,5,0,10,29,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,1,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,10,,1,,,,,,1,,,1,,,,,,,5,,,,,,1,,3,,,,,,,,,,,,,,,,,,,2,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
K_Offshore_40m_m1_004,1900676,0.946906785,2.94632E-05,2,2,7,0,19,26,0,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,2,,1,,,2,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,1,,1,,1,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,2,,,,8,,,,,,1,,1,,,1,,,,,1,,6,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56
K_DeepCast_0m_m2_115,1954571,0.946309446,2.60927E-05,1,0,9,0,13,28,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,1,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,1,,,,10,,,,,,,1,1,,,2,,,,,,,5,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
M_surface_9_m1_282,2030142,0.939869723,3.30026E-05,4,2,12,0,20,29,0,,1,,2,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,4,3,1,,,2,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,1,,,,1,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,2,,,,9,,,,,1,,,1,,,1,,,,,1,,7,,,,,,2,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67
M_surface_9_m2_059,2042262,0.940020918,2.2524E-05,1,2,7,0,13,23,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,3,1,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,1,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,8,,,,,,,1,1,,,1,,,,,,,5,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
M_DeepCast_50m_m1_285,2045854,0.947037276,2.93276E-05,2,1,8,0,21,28,0,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,2,,2,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,10,,,,,,1,,1,,,1,,,,,1,,6,,,,,,1,,2,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
M_surface_9_m1_279,2065080,0.948554051,2.90546E-05,2,1,6,0,23,28,0,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,2,1,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,2,,,,1,2,,1,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,11,,,,,,,,1,,,1,,,,,,,4,,,,,,1,,3,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
M_surface_9_m1_277,2073851,0.961893598,2.84495E-05,1,0,9,0,22,27,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,,,1,1,,,,1,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,2,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,10,,,1,,,,,1,,,,,,,,,,9,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
