"Genome1"	"Genome2"	"ANI"	"self"	"group"	"group2"	"versus"	"Manual.Taxonomy"	"Taxonomy..GTDB.tk."
"M_DeepCast_65m_m2_224"	"GCA_009692425.1_ASM969242v1_genomic.fna"	75.07991	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__12-FULL-67-14b;s__"
"M_surface_9_m2_109"	"GCA_009692425.1_ASM969242v1_genomic.fna"	75.140366	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_100m_m2_028"	"GCA_009692485.1_ASM969248v1_genomic.fna"	74.646019	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Lentisphaerae"	"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__"
"K_DeepCast_35m_m1_177"	"GCA_009692485.1_ASM969248v1_genomic.fna"	74.969009	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Myxococcota;c__UBA4248;o__UBA7976;f__UBA1532;g__;s__"
"K_DeepCast_35m_m2_009"	"GCA_009692485.1_ASM969248v1_genomic.fna"	76.70005	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__"
"K_DeepCast_35m_m2_067"	"GCA_009692485.1_ASM969248v1_genomic.fna"	74.728699	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_35m_m2_150"	"GCA_009692485.1_ASM969248v1_genomic.fna"	74.822433	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__"
"K_DeepCast_35m_m2_271"	"GCA_009692485.1_ASM969248v1_genomic.fna"	74.659348	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_Offshore_120m_m2_037"	"GCA_009692485.1_ASM969248v1_genomic.fna"	74.649338	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Chloroflexi"	"d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__;s__"
"K_Offshore_120m_mx_162"	"GCA_009692485.1_ASM969248v1_genomic.fna"	75.030067	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA6930;g__;s__"
"K_Offshore_40m_m2_012"	"GCA_009692485.1_ASM969248v1_genomic.fna"	74.803757	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Actinobacteria"	"d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__;f__;g__;s__"
"K_Offshore_80m_m1_186"	"GCA_009692485.1_ASM969248v1_genomic.fna"	74.783859	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__"
"K_Offshore_80m_m2_006"	"GCA_009692485.1_ASM969248v1_genomic.fna"	74.653694	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Phycisphaerae"	"d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__"
"K_Offshore_80m_m2_107"	"GCA_009692485.1_ASM969248v1_genomic.fna"	74.744255	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_Offshore_80m_m2_123"	"GCA_009692485.1_ASM969248v1_genomic.fna"	74.934433	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__"
"M_DeepCast_100m_m1_014"	"GCA_009692485.1_ASM969248v1_genomic.fna"	74.64048	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Gammaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__"
"M_DeepCast_50m_m1_133"	"GCA_009692485.1_ASM969248v1_genomic.fna"	74.836151	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_DeepCast_50m_m1_244"	"GCA_009692485.1_ASM969248v1_genomic.fna"	74.865295	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_DeepCast_50m_m2_111"	"GCA_009692485.1_ASM969248v1_genomic.fna"	74.689682	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"M_surface_9_m2_109"	"GCA_009692485.1_ASM969248v1_genomic.fna"	74.749313	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_100m_m2_028"	"GCA_009692505.1_ASM969250v1_genomic.fna"	74.801163	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Lentisphaerae"	"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__"
"K_DeepCast_250m_m2_231"	"GCA_009692505.1_ASM969250v1_genomic.fna"	74.764915	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Armatimonadetes"	"d__Bacteria;p__Armatimonadota;c__UBA5377;o__;f__;g__;s__"
"K_DeepCast_35m_m1_177"	"GCA_009692505.1_ASM969250v1_genomic.fna"	75.54982	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Myxococcota;c__UBA4248;o__UBA7976;f__UBA1532;g__;s__"
"K_DeepCast_35m_m2_009"	"GCA_009692505.1_ASM969250v1_genomic.fna"	75.009888	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__"
"K_DeepCast_35m_m2_067"	"GCA_009692505.1_ASM969250v1_genomic.fna"	75.286438	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_35m_m2_150"	"GCA_009692505.1_ASM969250v1_genomic.fna"	75.092194	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__"
"K_DeepCast_35m_m2_271"	"GCA_009692505.1_ASM969250v1_genomic.fna"	75.056854	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_Offshore_120m_m2_037"	"GCA_009692505.1_ASM969250v1_genomic.fna"	74.940811	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Chloroflexi"	"d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__;s__"
"K_Offshore_120m_m2_058"	"GCA_009692505.1_ASM969250v1_genomic.fna"	74.766289	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V3"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__"
"K_Offshore_120m_mx_162"	"GCA_009692505.1_ASM969250v1_genomic.fna"	75.215286	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA6930;g__;s__"
"K_Offshore_40m_m2_012"	"GCA_009692505.1_ASM969250v1_genomic.fna"	75.17041	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Actinobacteria"	"d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__;f__;g__;s__"
"K_Offshore_80m_m1_186"	"GCA_009692505.1_ASM969250v1_genomic.fna"	74.854057	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__"
"K_Offshore_80m_m2_006"	"GCA_009692505.1_ASM969250v1_genomic.fna"	75.272621	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Phycisphaerae"	"d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__"
"K_Offshore_80m_m2_107"	"GCA_009692505.1_ASM969250v1_genomic.fna"	74.89183	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_Offshore_80m_m2_115"	"GCA_009692505.1_ASM969250v1_genomic.fna"	75.262596	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__;g__;s__"
"K_Offshore_80m_m2_123"	"GCA_009692505.1_ASM969250v1_genomic.fna"	74.817368	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__"
"K_Offshore_surface_mx_256"	"GCA_009692505.1_ASM969250v1_genomic.fna"	74.696129	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__"
"M_DeepCast_50m_m1_133"	"GCA_009692505.1_ASM969250v1_genomic.fna"	74.829536	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_DeepCast_50m_m1_244"	"GCA_009692505.1_ASM969250v1_genomic.fna"	74.792023	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_DeepCast_50m_m2_111"	"GCA_009692505.1_ASM969250v1_genomic.fna"	74.843384	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_Offshore_120m_m2_196"	"GCA_009692515.1_ASM969251v1_genomic.fna"	76.84816	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Bdellovibrionota;c__;o__;f__;g__;s__"
"K_DeepCast_100m_m2_028"	"GCA_009692535.1_ASM969253v1_genomic.fna"	74.920425	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Lentisphaerae"	"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__"
"K_DeepCast_1200m_m2_272"	"GCA_009692535.1_ASM969253v1_genomic.fna"	74.761429	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Actinobacteria"	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__"
"K_DeepCast_150m_m1_344"	"GCA_009692535.1_ASM969253v1_genomic.fna"	74.774185	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Eisenbacteria"	"d__Bacteria;p__Gemmatimonadota;c__;o__;f__;g__;s__"
"K_DeepCast_150m_m1_387"	"GCA_009692535.1_ASM969253v1_genomic.fna"	74.691528	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Hydrogenophilaceae;g__UBA3361;s__"
"K_DeepCast_150m_m2_164"	"GCA_009692535.1_ASM969253v1_genomic.fna"	74.581406	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V3"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__"
"K_DeepCast_250m_m2_061"	"GCA_009692535.1_ASM969253v1_genomic.fna"	74.67292	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Chloroflexi"	"d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__;f__;g__;s__"
"K_DeepCast_250m_m2_231"	"GCA_009692535.1_ASM969253v1_genomic.fna"	74.669754	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Armatimonadetes"	"d__Bacteria;p__Armatimonadota;c__UBA5377;o__;f__;g__;s__"
"K_DeepCast_35m_m1_177"	"GCA_009692535.1_ASM969253v1_genomic.fna"	74.916962	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Myxococcota;c__UBA4248;o__UBA7976;f__UBA1532;g__;s__"
"K_DeepCast_35m_m2_009"	"GCA_009692535.1_ASM969253v1_genomic.fna"	75.118324	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__"
"K_DeepCast_35m_m2_067"	"GCA_009692535.1_ASM969253v1_genomic.fna"	74.879364	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_35m_m2_150"	"GCA_009692535.1_ASM969253v1_genomic.fna"	74.895088	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__"
"K_DeepCast_35m_m2_271"	"GCA_009692535.1_ASM969253v1_genomic.fna"	74.847366	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_65m_m2_129"	"GCA_009692535.1_ASM969253v1_genomic.fna"	74.99736	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-39;g__;s__"
"K_Offshore_120m_m2_037"	"GCA_009692535.1_ASM969253v1_genomic.fna"	74.812332	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Chloroflexi"	"d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__;s__"
"K_Offshore_120m_m2_058"	"GCA_009692535.1_ASM969253v1_genomic.fna"	74.79248	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V3"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__"
"K_Offshore_120m_mx_162"	"GCA_009692535.1_ASM969253v1_genomic.fna"	75.050385	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA6930;g__;s__"
"K_Offshore_120m_mx_222"	"GCA_009692535.1_ASM969253v1_genomic.fna"	74.816116	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__"
"K_Offshore_40m_m2_012"	"GCA_009692535.1_ASM969253v1_genomic.fna"	75.065399	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Actinobacteria"	"d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__;f__;g__;s__"
"K_Offshore_80m_m1_178"	"GCA_009692535.1_ASM969253v1_genomic.fna"	74.892868	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-41;g__;s__"
"K_Offshore_80m_m1_186"	"GCA_009692535.1_ASM969253v1_genomic.fna"	75.07579	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__"
"K_Offshore_80m_m2_006"	"GCA_009692535.1_ASM969253v1_genomic.fna"	75.03067	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Phycisphaerae"	"d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__"
"K_Offshore_80m_m2_107"	"GCA_009692535.1_ASM969253v1_genomic.fna"	74.814728	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_Offshore_80m_m2_115"	"GCA_009692535.1_ASM969253v1_genomic.fna"	74.805771	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__;g__;s__"
"K_Offshore_80m_m2_123"	"GCA_009692535.1_ASM969253v1_genomic.fna"	74.95546	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__"
"K_Offshore_80m_m2_228"	"GCA_009692535.1_ASM969253v1_genomic.fna"	74.915543	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__;g__;s__"
"K_Offshore_surface_mx_256"	"GCA_009692535.1_ASM969253v1_genomic.fna"	74.724091	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__"
"M_DeepCast_100m_m1_014"	"GCA_009692535.1_ASM969253v1_genomic.fna"	75.064957	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Gammaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__"
"M_DeepCast_100m_m1_317"	"GCA_009692535.1_ASM969253v1_genomic.fna"	74.730118	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V4"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__"
"M_DeepCast_100m_m1_323"	"GCA_009692535.1_ASM969253v1_genomic.fna"	74.845482	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V4"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__"
"M_DeepCast_100m_m1_373"	"GCA_009692535.1_ASM969253v1_genomic.fna"	75.062271	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Rhodocyclaceae;g__UTPRO2;s__"
"M_DeepCast_400m_m1_028"	"GCA_009692535.1_ASM969253v1_genomic.fna"	75.018227	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Eisenbacteria"	"d__Bacteria;;c__;o__;f__;g__;s__"
"M_DeepCast_400m_m2_048"	"GCA_009692535.1_ASM969253v1_genomic.fna"	74.609421	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__"
"M_DeepCast_400m_m2_100"	"GCA_009692535.1_ASM969253v1_genomic.fna"	74.956802	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Eisenbacteria"	"d__Bacteria;;c__;o__;f__;g__;s__"
"M_DeepCast_50m_m1_133"	"GCA_009692535.1_ASM969253v1_genomic.fna"	75.043289	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_DeepCast_50m_m1_244"	"GCA_009692535.1_ASM969253v1_genomic.fna"	75.019997	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_DeepCast_50m_m2_111"	"GCA_009692535.1_ASM969253v1_genomic.fna"	75.037369	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"M_DeepCast_50m_m2_189"	"GCA_009692535.1_ASM969253v1_genomic.fna"	74.693741	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Actinobacteria"	"d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__;f__;g__;s__"
"M_DeepCast_50m_m2_221"	"GCA_009692535.1_ASM969253v1_genomic.fna"	74.924667	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__;g__;s__"
"M_DeepCast_65m_m2_224"	"GCA_009692535.1_ASM969253v1_genomic.fna"	75.074722	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__12-FULL-67-14b;s__"
"M_surface_9_m2_109"	"GCA_009692535.1_ASM969253v1_genomic.fna"	75.04483	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_100m_m2_028"	"GCA_009692555.1_ASM969255v1_genomic.fna"	74.795029	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Lentisphaerae"	"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__"
"K_DeepCast_1200m_m2_272"	"GCA_009692555.1_ASM969255v1_genomic.fna"	74.627647	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Actinobacteria"	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__"
"K_DeepCast_150m_m1_344"	"GCA_009692555.1_ASM969255v1_genomic.fna"	74.909622	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Eisenbacteria"	"d__Bacteria;p__Gemmatimonadota;c__;o__;f__;g__;s__"
"K_DeepCast_150m_m1_387"	"GCA_009692555.1_ASM969255v1_genomic.fna"	74.70787	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Hydrogenophilaceae;g__UBA3361;s__"
"K_DeepCast_150m_m2_164"	"GCA_009692555.1_ASM969255v1_genomic.fna"	74.569199	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V3"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__"
"K_DeepCast_250m_m1_110"	"GCA_009692555.1_ASM969255v1_genomic.fna"	74.73407	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Fibrobacteres acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;f__Solibacteraceae;g__;s__"
"K_DeepCast_250m_m1_199"	"GCA_009692555.1_ASM969255v1_genomic.fna"	74.822289	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Chloroflexi"	"d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__;f__;g__;s__"
"K_DeepCast_250m_m1_333"	"GCA_009692555.1_ASM969255v1_genomic.fna"	74.94693	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Eisenbacteria"	"d__Bacteria;;c__;o__;f__;g__;s__"
"K_DeepCast_250m_m1_352"	"GCA_009692555.1_ASM969255v1_genomic.fna"	74.605644	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SG8-4;f__SG8-4;g__PLanc-01;s__"
"K_DeepCast_250m_m2_061"	"GCA_009692555.1_ASM969255v1_genomic.fna"	74.810959	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Chloroflexi"	"d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__;f__;g__;s__"
